date,department,project_count,avg_project_duration,budget_k,employee_count,actual_spend_k,revenue_k,customer_satisfaction,project_success_rate,risk_level
2021-12-11,Marketing,6,33,211.17,22,153.39,317.77,100.0,90.3,low
2021-12-14,Operations,3,56,470.59,188,519.01,1038.21,78.7,82.8,medium
2021-12-18,IT,4,26,103.92,195,98.91,231.49,78.7,82.4,low
2021-12-20,Sales,7,26,277.74,123,290.26,733.77,82.0,83.6,medium
2021-12-20,Marketing,4,29,449.48,169,321.52,913.45,91.3,97.6,low
2021-12-24,R&D,6,43,175.04,139,227.95,511.32,62.2,78.9,high
2021-12-25,HR,6,31,479.86,62,531.88,842.14,84.3,82.3,medium
2021-12-26,Operations,6,39,483.82,103,282.48,1235.25,100.0,100.0,low
2021-12-27,IT,5,33,273.49,190,280.26,534.27,85.5,89.5,low
2021-12-27,IT,8,30,204.83,187,172.12,482.54,87.8,92.2,medium
2021-12-27,IT,3,21,95.57,151,84.12,195.26,75.5,86.1,low
2021-12-28,HR,4,11,337.43,165,232.6,605.17,94.7,100.0,low
2021-12-29,Finance,6,34,348.71,26,449.99,564.97,61.5,67.6,high
2021-12-29,R&D,6,31,367.47,76,316.07,850.52,88.2,89.8,low
2021-12-30,IT,2,25,413.24,159,466.65,798.03,73.5,85.1,medium
2021-12-30,Operations,6,39,215.06,109,167.84,629.67,88.3,94.8,low
2022-01-01,Finance,10,36,304.95,125,340.05,496.36,72.1,80.0,medium
2022-01-01,HR,2,18,451.97,103,320.71,781.03,90.2,93.5,low
2022-01-02,Finance,3,24,360.17,137,314.19,753.2,87.3,96.4,low
2022-01-03,HR,4,33,398.82,28,287.35,623.81,90.3,100.0,low
2022-01-03,Marketing,5,31,299.36,34,316.18,553.68,78.0,79.1,medium
2022-01-04,Finance,6,36,252.99,181,198.59,493.71,83.0,100.0,low
2022-01-04,Operations,4,39,275.15,184,180.3,793.19,87.7,94.3,low
2022-01-05,HR,7,34,381.65,141,469.23,463.64,59.2,64.0,high
2022-01-05,R&D,6,44,290.47,170,226.4,905.61,90.3,96.9,low
2022-01-05,R&D,11,25,189.36,57,204.16,452.35,88.4,79.9,high
2022-01-08,Sales,7,22,73.58,109,40.32,154.43,100.0,100.0,medium
2022-01-08,Marketing,5,34,498.73,93,412.65,998.14,93.0,92.0,low
2022-01-09,HR,7,29,148.83,88,188.71,255.38,66.7,81.4,high
2022-01-10,IT,4,40,442.34,49,453.89,1179.09,92.1,81.0,low
2022-01-12,Operations,10,21,199.89,136,289.33,576.59,63.8,66.0,high
2022-01-14,Marketing,1,18,200.9,159,135.54,343.95,86.7,100.0,low
2022-01-14,R&D,8,32,290.86,131,297.13,949.22,74.7,78.8,medium
2022-01-17,R&D,6,8,178.07,36,113.32,551.96,99.8,100.0,low
2022-01-18,Sales,8,41,193.18,115,193.46,448.47,81.8,89.7,medium
2022-01-18,IT,7,29,360.88,67,437.87,845.29,71.8,72.1,high
2022-01-19,HR,8,38,251.6,77,381.12,437.76,49.8,59.1,high
2022-01-19,R&D,6,38,126.56,97,129.46,401.38,79.5,94.0,low
2022-01-20,Marketing,5,17,360.32,95,243.14,617.58,97.6,93.2,low
2022-01-20,Operations,8,49,321.74,164,421.42,815.17,62.1,79.0,high
2022-01-21,Finance,3,29,281.02,163,129.79,580.11,100.0,100.0,low
2022-01-21,HR,5,50,339.81,152,401.97,503.41,69.5,79.1,medium
2022-01-23,Marketing,3,18,100.79,168,64.05,150.77,97.1,100.0,low
2022-01-23,Sales,8,21,496.3,96,378.97,1273.01,86.5,94.1,medium
2022-01-27,Operations,6,13,297.27,140,307.2,695.55,83.5,82.0,low
2022-01-28,Sales,7,24,111.53,187,121.88,280.09,82.4,73.9,medium
2022-01-28,IT,3,20,426.07,131,363.28,1109.19,89.0,100.0,low
2022-01-30,Marketing,5,44,282.84,93,326.89,579.32,65.1,70.4,medium
2022-01-31,IT,6,30,134.05,180,150.6,264.67,65.1,83.9,medium
2022-01-31,Operations,4,41,340.43,51,358.42,898.17,75.8,93.9,medium
2022-02-02,HR,3,22,420.23,195,106.64,691.94,100.0,100.0,low
2022-02-02,R&D,4,37,488.2,42,455.69,1203.83,86.6,94.1,low
2022-02-02,Operations,6,40,238.59,113,162.46,646.9,97.9,100.0,low
2022-02-02,Operations,6,33,260.26,57,256.37,686.07,82.0,86.8,low
2022-02-05,R&D,3,17,99.68,144,36.53,272.57,100.0,100.0,low
2022-02-05,Marketing,5,21,119.67,127,82.1,200.48,100.0,100.0,low
2022-02-07,R&D,4,27,391.87,136,359.94,1289.79,89.5,94.8,low
2022-02-07,Operations,6,38,401.88,194,446.82,1189.57,73.0,77.5,medium
2022-02-08,IT,1,26,203.49,105,228.05,576.63,68.5,88.3,medium
2022-02-09,Operations,10,27,166.82,180,197.89,429.17,69.8,70.4,medium
2022-02-10,Marketing,3,36,129.02,195,111.61,242.8,78.9,94.2,low
2022-02-11,Marketing,10,43,158.88,194,199.17,241.83,67.1,72.6,high
2022-02-12,IT,6,38,469.95,59,422.73,1136.02,93.3,95.6,low
2022-02-14,Sales,7,32,413.58,132,544.43,772.59,65.1,64.6,high
2022-02-14,R&D,6,39,208.54,16,171.04,560.81,82.9,96.5,low
2022-02-14,IT,8,39,380.33,177,478.47,755.55,66.0,82.4,high
2022-02-14,R&D,5,17,195.79,138,127.05,493.84,95.4,94.2,low
2022-02-15,Operations,11,51,78.29,119,98.75,184.26,66.2,80.0,high
2022-02-17,R&D,3,25,343.03,11,177.36,1094.66,100.0,100.0,low
2022-02-18,Finance,9,32,421.11,34,450.89,815.53,76.3,89.5,medium
2022-02-18,Finance,3,34,139.02,97,87.87,238.72,92.9,100.0,low
2022-02-21,Sales,4,31,70.29,127,57.12,179.37,86.1,95.7,low
2022-02-21,IT,8,57,361.33,92,534.9,894.17,56.3,57.8,high
2022-02-22,IT,5,9,424.67,170,214.15,886.9,100.0,99.4,low
2022-02-23,Marketing,4,33,182.43,75,134.92,319.74,96.9,98.6,low
2022-02-25,Sales,9,36,121.16,59,130.61,238.76,72.9,83.3,medium
2022-02-25,R&D,4,33,63.63,43,56.5,163.59,90.1,95.3,low
2022-02-28,R&D,11,31,116.4,110,149.9,335.91,57.1,73.8,high
2022-03-01,Finance,3,15,242.66,113,139.14,479.55,98.8,100.0,low
2022-03-02,HR,9,33,262.93,177,441.41,334.65,37.7,63.3,high
2022-03-02,R&D,6,24,218.08,141,168.88,578.62,94.6,99.0,low
2022-03-02,IT,3,34,116.11,169,98.0,284.5,89.6,90.4,low
2022-03-03,Finance,3,31,60.42,103,47.73,119.99,94.4,100.0,low
2022-03-05,Finance,7,23,78.34,15,73.18,126.91,80.5,90.2,medium
2022-03-05,Marketing,4,11,66.01,22,16.21,108.09,100.0,100.0,low
2022-03-06,Marketing,10,21,236.29,95,241.65,356.61,78.0,91.4,medium
2022-03-06,R&D,6,24,347.61,121,206.3,1053.41,100.0,97.3,low
2022-03-06,Sales,2,46,443.22,27,365.94,1195.2,81.3,98.8,low
2022-03-08,Operations,4,30,58.03,186,50.63,149.47,92.2,95.7,low
2022-03-08,Operations,10,24,469.2,111,577.31,1174.25,61.2,70.0,high
2022-03-08,IT,3,21,347.05,36,151.0,687.32,100.0,100.0,low
2022-03-08,Sales,6,30,226.25,185,229.64,527.83,75.6,81.3,low
2022-03-10,Sales,6,21,286.51,184,110.72,581.73,100.0,99.8,low
2022-03-11,Operations,7,36,64.23,181,79.98,167.98,68.9,81.8,high
2022-03-12,HR,6,17,227.29,47,85.62,350.18,100.0,100.0,low
2022-03-12,IT,4,24,380.74,151,297.04,920.13,90.6,93.3,low
2022-03-14,R&D,10,9,206.83,42,170.79,528.3,88.0,89.1,medium
2022-03-15,Marketing,7,38,478.99,90,440.26,804.55,91.3,88.4,medium
2022-03-16,R&D,7,26,352.64,51,400.41,1151.15,66.7,82.9,medium
2022-03-17,R&D,5,19,176.32,57,127.2,476.31,94.9,100.0,low
2022-03-21,Finance,8,20,256.82,96,197.92,554.72,91.5,89.5,medium
2022-03-23,IT,5,20,370.74,119,350.83,754.33,85.0,83.3,low
2022-03-25,R&D,10,25,161.13,93,176.48,491.21,74.4,83.2,medium
2022-03-25,Operations,7,9,260.28,160,214.85,544.9,96.4,90.4,medium
2022-03-26,R&D,9,41,420.65,115,531.07,935.56,55.5,76.4,high
2022-03-26,Finance,7,36,229.48,28,277.32,447.48,78.1,78.9,high
2022-03-26,Operations,3,21,223.27,116,179.54,512.51,84.1,94.0,low
2022-03-26,HR,7,20,240.77,94,237.99,389.51,81.7,86.5,medium
2022-03-28,Finance,7,46,290.41,97,327.75,577.01,64.8,84.1,medium
2022-03-29,R&D,2,32,287.51,100,188.75,832.0,88.0,100.0,low
2022-03-29,Marketing,3,37,496.77,90,406.22,749.04,80.3,86.5,low
2022-03-30,Finance,11,26,220.39,181,286.42,372.59,52.9,72.5,high
2022-03-30,HR,5,34,133.12,22,147.21,225.58,76.4,83.6,medium
2022-04-01,R&D,6,33,146.59,196,141.1,434.75,84.0,86.2,low
2022-04-01,Marketing,4,41,79.04,82,70.15,156.2,83.5,89.2,low
2022-04-02,R&D,4,44,242.98,29,242.34,649.84,82.3,89.8,low
2022-04-03,R&D,6,22,365.37,184,407.79,930.47,78.0,85.4,medium
2022-04-03,Finance,6,42,333.46,91,314.97,521.71,78.4,90.8,low
2022-04-04,Sales,5,34,349.99,128,289.85,814.86,87.0,98.4,low
2022-04-05,Sales,5,35,309.71,59,344.4,612.21,73.8,92.4,medium
2022-04-06,Marketing,8,22,348.87,141,413.44,718.53,73.5,82.9,medium
2022-04-07,Operations,8,42,344.94,160,396.46,840.16,66.4,83.2,medium
2022-04-08,R&D,7,34,429.43,164,547.96,1144.0,63.1,78.5,high
2022-04-08,Marketing,3,32,253.14,71,243.58,442.51,79.5,85.9,low
2022-04-08,Operations,6,37,146.01,129,163.33,440.15,75.6,81.5,medium
2022-04-09,Operations,3,30,116.49,10,96.3,345.33,91.2,99.3,low
2022-04-09,Sales,8,20,191.56,13,212.65,495.89,72.5,80.6,medium
2022-04-10,R&D,4,31,196.28,184,190.29,605.14,80.4,75.0,low
2022-04-11,Sales,8,6,425.02,56,370.5,813.38,85.6,82.6,medium
2022-04-12,IT,5,23,158.03,101,120.25,332.75,94.1,97.7,low
2022-04-13,Marketing,5,34,77.58,33,69.61,158.66,85.9,87.4,low
2022-04-14,HR,5,29,231.04,192,273.33,391.39,71.8,89.3,medium
2022-04-15,IT,6,31,420.47,186,293.9,1036.16,96.7,100.0,low
2022-04-16,IT,6,16,355.29,135,404.25,836.12,73.5,80.2,medium
2022-04-16,HR,6,40,240.59,91,314.58,382.92,77.0,73.8,high
2022-04-17,HR,6,37,253.42,92,310.86,416.67,73.3,73.8,high
2022-04-18,Sales,6,5,273.74,58,251.0,587.4,86.4,89.5,low
2022-04-18,IT,5,32,253.44,194,194.38,588.12,97.8,100.0,low
2022-04-19,Marketing,8,33,382.53,13,427.33,630.85,74.3,79.7,medium
2022-04-20,Marketing,4,29,212.8,194,216.87,396.71,79.7,88.2,low
2022-04-21,Operations,11,40,467.38,176,545.34,1352.64,76.1,76.8,high
2022-04-22,Marketing,6,26,162.5,194,172.82,290.73,76.6,86.5,medium
2022-04-28,Operations,7,32,442.66,112,373.39,996.7,86.0,93.7,medium
2022-04-30,Marketing,4,23,283.85,65,278.4,464.69,78.7,90.5,low
2022-05-01,HR,7,20,52.67,94,51.84,72.68,70.4,84.8,medium
2022-05-01,Marketing,5,42,331.22,18,362.87,529.58,72.1,86.7,medium
2022-05-03,HR,12,38,148.46,185,184.67,215.03,76.5,67.0,high
2022-05-03,HR,5,28,464.12,75,528.27,665.75,72.3,81.1,medium
2022-05-04,Finance,7,29,408.89,19,397.45,696.5,84.2,84.3,medium
2022-05-06,R&D,5,22,169.81,72,140.28,553.76,80.5,83.0,low
2022-05-06,Finance,5,42,126.5,61,150.36,232.3,68.9,81.4,medium
2022-05-07,Sales,10,38,53.86,89,74.83,121.11,51.3,63.0,high
2022-05-07,IT,4,40,470.41,103,432.86,1203.74,82.9,88.8,low
2022-05-10,IT,8,47,408.63,15,444.63,1105.24,70.4,75.4,medium
2022-05-10,IT,8,15,402.98,199,296.68,949.72,99.7,94.4,medium
2022-05-10,R&D,6,40,281.17,170,243.47,877.99,78.3,92.6,low
2022-05-12,R&D,6,22,432.85,47,347.84,1075.76,88.0,100.0,low
2022-05-13,Marketing,9,36,449.2,125,473.17,655.32,79.2,81.4,medium
2022-05-13,Operations,5,10,179.4,65,144.66,424.57,87.7,95.7,low
2022-05-16,R&D,4,40,281.54,151,240.51,923.8,86.1,96.6,low
2022-05-16,Sales,3,31,77.41,151,75.6,197.35,75.9,82.3,low
2022-05-16,Finance,16,38,223.44,33,385.3,391.54,52.9,53.3,high
2022-05-18,IT,7,28,467.4,41,526.79,1086.79,80.7,70.5,medium
2022-05-18,Operations,2,26,480.79,22,447.85,1030.83,86.4,89.1,low
2022-05-20,Sales,5,23,192.43,57,209.57,506.41,64.4,79.5,medium
2022-05-21,R&D,4,29,271.7,22,211.71,654.79,93.1,93.8,low
2022-05-21,R&D,5,17,181.17,136,205.86,409.78,60.8,75.4,medium
2022-05-21,HR,8,29,314.86,53,255.0,448.28,94.4,95.8,medium
2022-05-21,Sales,4,16,85.4,116,80.22,204.44,88.3,85.7,low
2022-05-21,Sales,7,22,325.11,186,352.53,899.26,65.8,82.0,medium
2022-05-22,Operations,5,19,98.1,81,66.53,261.14,93.4,100.0,low
2022-05-25,Sales,6,29,329.82,136,346.96,625.29,82.1,85.8,medium
2022-05-25,HR,7,31,425.36,151,461.18,523.16,74.8,83.5,medium
2022-05-26,Operations,5,32,472.26,104,422.84,1065.33,73.3,85.7,low
2022-05-27,Sales,5,24,457.69,163,374.04,965.83,87.7,86.8,low
2022-05-28,Sales,5,18,385.65,185,188.88,999.01,96.5,100.0,low
2022-05-28,Finance,3,36,138.62,131,93.14,211.56,91.4,96.8,low
2022-05-29,Finance,6,23,470.05,162,439.21,706.93,73.5,89.8,low
2022-05-30,HR,6,20,55.88,18,53.26,99.57,80.7,89.8,low
2022-05-30,HR,7,27,373.3,115,462.29,649.62,63.7,80.8,high
2022-06-01,Marketing,4,35,331.92,84,282.85,677.17,86.8,98.9,low
2022-06-01,Sales,3,23,106.78,145,101.71,248.32,79.8,88.1,low
2022-06-01,HR,4,25,279.61,67,281.07,413.16,87.0,99.5,low
2022-06-02,Finance,7,18,307.24,63,194.97,564.42,95.7,94.2,medium
2022-06-02,HR,9,42,295.89,150,411.27,481.08,63.0,77.7,high
2022-06-03,Operations,5,53,316.6,95,363.6,837.0,77.2,76.9,medium
2022-06-03,IT,10,38,106.13,14,169.26,241.26,53.6,58.7,high
2022-06-04,R&D,7,31,289.72,26,356.05,686.4,70.5,74.0,high
2022-06-04,Finance,5,23,56.66,107,45.76,97.14,82.1,85.3,low
2022-06-09,Operations,6,25,271.88,74,202.81,629.31,93.1,93.2,low
2022-06-10,HR,4,42,409.66,143,394.03,661.32,74.5,90.6,low
2022-06-10,IT,7,19,66.67,61,94.57,138.99,56.8,73.8,high
2022-06-13,Marketing,9,26,266.44,37,218.99,538.91,96.0,90.3,medium
2022-06-14,Operations,4,32,386.69,42,264.3,1043.24,100.0,99.7,low
2022-06-14,Operations,7,32,377.0,39,469.08,1054.34,62.3,72.8,high
2022-06-14,Finance,5,44,339.04,10,454.68,517.19,60.7,73.2,high
2022-06-15,Operations,3,31,344.19,76,223.94,891.13,95.9,99.4,low
2022-06-15,Operations,5,8,431.33,146,274.79,1330.49,96.1,100.0,low
2022-06-16,Operations,6,30,323.47,65,321.02,779.81,83.7,76.4,low
2022-06-16,Operations,4,25,181.64,129,151.6,521.83,94.2,94.2,low
2022-06-18,Operations,5,43,441.1,167,361.13,957.84,98.6,92.8,low
2022-06-21,Sales,4,23,284.26,130,212.57,537.78,97.2,94.0,low
2022-06-21,Sales,4,27,400.98,158,223.07,1091.93,100.0,100.0,low
2022-06-24,Finance,3,21,362.23,89,239.94,695.82,98.7,100.0,low
2022-06-25,HR,4,28,391.56,119,293.15,495.2,83.3,99.7,low
2022-06-26,Finance,7,35,412.26,126,476.59,845.63,70.5,76.7,medium
2022-06-26,R&D,5,26,478.29,68,336.64,1411.69,100.0,100.0,low
2022-06-27,Operations,5,38,417.12,56,468.4,1260.44,80.5,77.2,medium
2022-06-30,R&D,6,33,61.97,153,50.9,183.84,96.1,92.6,low
2022-07-01,Sales,4,28,406.98,88,372.03,800.03,78.0,96.4,low
2022-07-02,Finance,8,27,341.67,100,348.69,603.83,84.2,82.9,medium
2022-07-03,Marketing,5,23,220.5,156,259.63,355.78,75.0,76.1,medium
2022-07-04,IT,9,30,357.23,155,265.68,814.15,100.0,94.7,medium
2022-07-08,Marketing,6,19,100.22,18,89.22,144.91,90.4,96.6,low
2022-07-08,Finance,9,29,341.84,14,371.34,698.07,77.7,84.5,medium
2022-07-09,Marketing,4,34,428.87,26,514.68,789.72,61.2,79.0,high
2022-07-09,Finance,7,12,308.14,174,231.71,595.21,100.0,98.9,medium
2022-07-10,IT,4,25,106.29,174,108.55,289.16,94.2,94.9,low
2022-07-10,Finance,6,21,333.68,51,215.49,586.79,100.0,95.0,low
2022-07-11,HR,5,39,391.28,62,373.6,670.29,79.4,93.2,low
2022-07-13,Sales,7,33,421.39,188,554.71,1143.44,67.4,71.9,high
2022-07-16,R&D,7,25,101.11,175,120.03,264.84,64.6,68.9,medium
2022-07-17,Operations,3,37,391.74,84,311.09,1060.1,85.1,92.3,low
2022-07-17,Marketing,2,29,295.98,112,234.7,461.68,90.9,97.7,low
2022-07-17,R&D,4,12,68.55,50,67.64,184.57,76.3,86.5,low
2022-07-17,Finance,2,22,467.06,60,444.47,752.03,88.6,94.7,low
2022-07-17,Sales,4,45,340.1,59,269.91,684.36,89.9,96.8,low
2022-07-18,Operations,6,34,429.52,160,154.78,905.3,100.0,100.0,low
2022-07-20,IT,7,22,351.87,121,300.82,921.01,90.2,90.2,medium
2022-07-20,R&D,8,41,452.57,136,708.67,1162.43,52.6,66.9,high
2022-07-22,Marketing,5,56,218.92,85,261.54,449.26,79.2,74.8,medium
2022-07-23,IT,5,25,228.98,72,249.42,598.03,74.6,88.0,medium
2022-07-23,Operations,7,24,422.8,189,469.93,1015.27,78.1,78.8,medium
2022-07-24,HR,5,49,299.07,100,381.36,519.67,58.7,70.1,high
2022-07-24,Sales,7,31,229.7,133,205.76,543.55,85.5,96.9,medium
2022-07-31,Sales,7,23,374.57,96,448.86,998.83,63.1,74.4,medium
2022-07-31,HR,4,25,176.9,151,112.85,265.73,99.3,100.0,low
2022-07-31,Finance,4,32,314.21,66,320.67,667.48,79.9,91.7,low
2022-08-03,Sales,6,30,100.44,43,134.68,214.18,62.1,66.6,high
2022-08-03,Marketing,8,35,278.67,170,313.12,480.33,81.9,68.3,medium
2022-08-05,IT,6,32,244.76,22,260.92,692.48,77.4,82.5,medium
2022-08-08,R&D,10,19,213.6,12,203.38,675.33,88.7,88.3,medium
2022-08-09,Operations,8,30,147.11,60,177.95,361.79,57.3,74.9,high
2022-08-10,R&D,3,20,270.11,191,135.5,802.91,98.0,100.0,low
2022-08-10,Sales,10,31,482.33,66,594.69,1315.1,65.9,73.4,high
2022-08-10,Marketing,6,25,156.64,57,155.08,234.98,83.5,84.7,low
2022-08-11,Sales,5,37,408.16,55,427.42,835.2,72.4,86.4,low
2022-08-12,IT,4,33,158.04,91,140.99,335.98,90.9,87.0,low
2022-08-12,Sales,5,40,412.88,27,565.99,828.1,65.0,70.6,high
2022-08-13,Sales,5,23,174.81,140,178.24,329.65,81.6,89.0,low
2022-08-13,Sales,4,28,456.63,190,401.3,845.13,83.9,94.3,low
2022-08-14,Sales,2,25,372.75,138,274.95,928.91,96.3,92.7,low
2022-08-14,Marketing,4,12,162.86,152,160.25,269.75,83.2,86.8,low
2022-08-15,Sales,5,33,329.86,32,207.67,741.6,92.8,100.0,low
2022-08-15,IT,8,34,392.85,66,220.53,854.79,100.0,100.0,medium
2022-08-15,Sales,8,26,442.39,79,363.52,1090.17,93.3,88.3,medium
2022-08-15,Finance,6,36,246.34,16,165.15,509.41,100.0,94.0,low
2022-08-15,Marketing,5,27,417.63,130,313.93,798.86,96.9,92.8,low
2022-08-15,Sales,8,30,430.83,164,542.8,1102.23,68.2,72.6,high
2022-08-16,Sales,8,29,84.47,191,95.37,228.45,71.2,91.6,medium
2022-08-16,R&D,7,20,114.88,48,71.26,272.66,100.0,100.0,medium
2022-08-17,IT,7,29,399.78,158,324.87,986.02,76.5,86.8,medium
2022-08-18,IT,7,34,75.09,158,63.92,196.28,93.5,88.5,medium
2022-08-19,Finance,7,17,119.9,132,136.27,251.17,79.3,80.1,medium
2022-08-20,Marketing,6,41,358.96,60,331.99,634.47,88.1,98.5,low
2022-08-20,IT,7,31,414.51,19,517.66,925.93,71.6,61.8,high
2022-08-25,Marketing,2,33,230.83,112,277.19,398.98,72.8,84.5,high
2022-08-25,IT,5,10,61.02,103,40.83,170.93,94.6,100.0,low
2022-08-27,Sales,4,29,68.67,181,56.95,180.69,86.6,91.4,low
2022-08-28,HR,8,33,251.59,168,285.64,314.12,75.0,77.5,medium
2022-08-29,Finance,5,27,87.2,106,88.82,185.92,86.2,83.6,low
2022-08-29,Operations,6,20,444.51,160,449.72,1166.58,82.7,83.7,low
2022-08-30,Finance,10,30,317.67,177,407.79,652.73,64.3,65.8,high
2022-08-30,Operations,11,18,277.51,195,316.67,676.37,68.9,82.5,high
2022-08-31,Marketing,10,42,421.42,83,556.53,743.27,61.2,76.3,high
2022-09-01,HR,6,40,165.65,45,186.11,253.37,75.3,85.5,medium
2022-09-02,Operations,9,14,445.91,140,587.2,1179.33,57.4,71.5,high
2022-09-04,Marketing,6,28,370.01,14,340.34,678.63,88.4,88.0,low
2022-09-07,Operations,5,28,133.22,71,65.08,356.25,100.0,100.0,low
2022-09-08,Operations,2,27,491.51,174,428.49,1258.43,89.7,90.0,low
2022-09-09,R&D,6,36,203.69,35,172.7,507.75,84.2,82.1,low
2022-09-12,R&D,5,30,329.13,110,351.24,1059.27,77.8,74.8,medium
2022-09-13,Marketing,4,27,93.01,135,82.28,174.65,86.9,89.5,low
2022-09-14,Finance,3,31,395.59,110,409.92,607.17,82.7,86.1,low
2022-09-14,HR,5,22,256.4,71,271.69,328.64,76.3,87.7,medium
2022-09-16,Operations,9,38,453.65,166,524.53,958.41,74.6,83.3,medium
2022-09-18,Marketing,6,30,461.37,32,610.13,893.1,72.4,79.0,high
2022-09-19,R&D,5,20,94.3,129,82.72,276.97,89.3,96.6,low
2022-09-19,IT,3,40,246.13,171,236.84,531.06,83.9,90.6,low
2022-09-22,Operations,3,40,210.36,176,189.41,454.32,87.0,97.2,low
2022-09-22,R&D,7,14,384.22,64,426.16,1197.25,80.6,81.6,medium
2022-09-23,HR,2,29,292.06,82,312.95,421.19,82.1,83.2,medium
2022-09-23,Sales,1,27,191.47,148,171.38,482.86,75.5,84.2,low
2022-09-25,Sales,6,10,183.04,72,134.43,406.56,100.0,95.5,low
2022-09-25,HR,6,42,239.39,113,276.21,346.73,70.7,88.3,medium
